model_file,start_utc,end_utc,tag,pnl_total_usdt,status,notes
MODELE_MASTER_BASE_20260309_220324_4H.sh,2026-03-09T22:03:24Z,2026-03-10T02:03:24Z,MASTER_BASE_V8_5_IMPACT_4H,A_VERIFIER,ARCHIVE_REFERENCE,"Modele archive avec description cycle conservee"
vide_froid_binance,2026-07-31T09:38:15Z,2026-07-31T13:01:26Z,NUAGE_PROD_4H,8.6662,POSITIF,BETA=+0.6630 ALPHA=+8.0032 TOTAL=+8.6662,RAPPORT_PNL_AUTO_20260731_135935.md
vide_froid_binance,2026-07-31T09:38:15Z,2026-07-31T13:01:26Z,NUAGE_PROD_4H,8.6662,POSITIF,BETA=+0.6630 ALPHA=+8.0032 TOTAL=+8.6662,RAPPORT_PNL_AUTO_20260731_135942.md
vide_froid_binance,2026-07-31T14:07:21Z,2026-07-31T18:07:10Z,NUAGE_PROD_4H,-3.1405,NEGATIF,BETA=-5.9965 ALPHA=+2.8561 TOTAL=-3.1405,RAPPORT_PNL_AUTO_20260731_181929.md
vide_froid_binance,2026-07-31T14:07:21Z,2026-07-31T18:07:10Z,NUAGE_PROD_4H,-3.1405,NEGATIF,BETA=-5.9965 ALPHA=+2.8561 TOTAL=-3.1405,RAPPORT_PNL_AUTO_20260731_181929.md
vide_froid_binance,2026-07-31T14:07:21Z,2026-07-31T18:07:10Z,NUAGE_PROD_4H,-3.1405,NEGATIF,BETA=-5.9965 ALPHA=+2.8561 TOTAL=-3.1405,RAPPORT_PNL_AUTO_20260731_181938.md
vide_froid_binance,2026-07-31T18:38:31Z,2026-07-31T18:45:03Z,NUAGE_PROD_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260731_185840.md
vide_froid_binance,2026-07-31T18:38:31Z,2026-07-31T18:45:03Z,NUAGE_PROD_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260731_185841.md
vide_froid_binance,2026-07-31T18:38:31Z,2026-07-31T18:45:03Z,NUAGE_PROD_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260731_185847.md
vide_froid_binance,2026-07-31T19:00:17Z,2026-07-31T19:06:52Z,NUAGE_PROD_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260731_193433.md
vide_froid_binance,2026-07-31T19:00:17Z,2026-07-31T19:06:52Z,NUAGE_PROD_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260731_193433.md
vide_froid_binance,2026-07-31T19:00:17Z,2026-07-31T19:06:52Z,NUAGE_PROD_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260731_193440.md
vide_froid_binance,2026-08-02T18:18:24Z,2026-08-02T19:54:01Z,NUAGE_TEST_8H_CMP3,-0.0047,NEGATIF,BETA=-0.0047 ALPHA=+0.0000 TOTAL=-0.0047,RAPPORT_PNL_AUTO_20260804_145839.md
vide_froid_binance,2026-08-02T18:18:24Z,2026-08-02T19:54:01Z,NUAGE_TEST_8H_CMP3,-0.0047,NEGATIF,BETA=-0.0047 ALPHA=+0.0000 TOTAL=-0.0047,RAPPORT_PNL_AUTO_20260804_145839.md
vide_froid_binance,2026-08-02T18:18:24Z,2026-08-02T19:54:01Z,NUAGE_TEST_8H_CMP3,-0.0047,NEGATIF,BETA=-0.0047 ALPHA=+0.0000 TOTAL=-0.0047,RAPPORT_PNL_AUTO_20260804_145846.md
vide_froid_binance,2026-08-02T18:18:24Z,2026-08-02T19:54:01Z,NUAGE_TEST_8H_CMP3,-0.0047,NEGATIF,BETA=-0.0047 ALPHA=+0.0000 TOTAL=-0.0047,RAPPORT_PNL_AUTO_20260810_212148.md
vide_froid_binance,2026-08-02T18:18:24Z,2026-08-02T19:54:01Z,NUAGE_TEST_8H_CMP3,-0.0047,NEGATIF,BETA=-0.0047 ALPHA=+0.0000 TOTAL=-0.0047,RAPPORT_PNL_AUTO_20260810_212148.md
vide_froid_binance,2026-08-02T18:18:24Z,2026-08-02T19:54:01Z,NUAGE_TEST_8H_CMP3,-0.0047,NEGATIF,BETA=-0.0047 ALPHA=+0.0000 TOTAL=-0.0047,RAPPORT_PNL_AUTO_20260812_102342.md
vide_froid_binance,2026-08-02T18:18:24Z,2026-08-02T19:54:01Z,NUAGE_TEST_8H_CMP3,-0.0047,NEGATIF,BETA=-0.0047 ALPHA=+0.0000 TOTAL=-0.0047,RAPPORT_PNL_AUTO_20260812_102343.md
vide_froid_binance,2026-08-02T18:18:24Z,2026-08-02T19:54:01Z,NUAGE_TEST_8H_CMP3,-0.0047,NEGATIF,BETA=-0.0047 ALPHA=+0.0000 TOTAL=-0.0047,RAPPORT_PNL_AUTO_20260812_102413.md
vide_froid_binance,2026-08-02T18:18:24Z,2026-08-02T19:54:01Z,NUAGE_TEST_8H_CMP3,-0.0047,NEGATIF,BETA=-0.0047 ALPHA=+0.0000 TOTAL=-0.0047,RAPPORT_PNL_AUTO_20260812_102413.md
vide_froid_binance,2026-08-02T18:18:24Z,2026-08-02T19:54:01Z,NUAGE_TEST_8H_CMP3,-0.0047,NEGATIF,BETA=-0.0047 ALPHA=+0.0000 TOTAL=-0.0047,RAPPORT_PNL_AUTO_20260812_102454.md
vide_froid_binance,2026-08-02T18:18:24Z,2026-08-02T19:54:01Z,NUAGE_TEST_8H_CMP3,-0.0047,NEGATIF,BETA=-0.0047 ALPHA=+0.0000 TOTAL=-0.0047,RAPPORT_PNL_AUTO_20260812_102454.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260812_162906.md
vide_froid_vortex_v2_collab,2026-08-12T16:29:48Z,2026-08-12T16:59:06Z,MASTER_VORTEX_V2_COLLAB_4H,-0.0869,NEGATIF,BETA=-0.0869 ALPHA=+0.0000 TOTAL=-0.0869,RAPPORT_PNL_AUTO_20260812_165910.md
vide_froid_vortex_v2_collab,2026-08-12T16:29:48Z,2026-08-12T16:59:06Z,MASTER_VORTEX_V2_COLLAB_4H,-0.0869,NEGATIF,BETA=-0.0869 ALPHA=+0.0000 TOTAL=-0.0869,RAPPORT_PNL_AUTO_20260812_165911.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260812_165942.md
vide_froid_vortex_v2_collab,2026-08-12T17:00:07Z,2026-08-12T20:59:57Z,MASTER_VORTEX_V2_COLLAB_4H,2.5232,POSITIF,BETA=+1.2569 ALPHA=+1.2663 TOTAL=+2.5232,RAPPORT_PNL_AUTO_20260812_210002.md
vide_froid_vortex_v2_collab,2026-08-12T17:00:07Z,2026-08-12T20:59:57Z,MASTER_VORTEX_V2_COLLAB_4H,2.5232,POSITIF,BETA=+1.2569 ALPHA=+1.2663 TOTAL=+2.5232,RAPPORT_PNL_AUTO_20260812_210003.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260812_220432.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260812_221037.md
vide_froid_vortex_v2_collab,2026-08-12T22:10:44Z,2026-08-12T22:12:03Z,MASTER_VORTEX_V2_COLLAB_4H,-0.1981,NEGATIF,BETA=-0.1981 ALPHA=+0.0000 TOTAL=-0.1981,RAPPORT_PNL_AUTO_20260812_221206.md
vide_froid_vortex_v2_collab,2026-08-12T22:10:44Z,2026-08-12T22:12:03Z,MASTER_VORTEX_V2_COLLAB_4H,-0.1981,NEGATIF,BETA=-0.1981 ALPHA=+0.0000 TOTAL=-0.1981,RAPPORT_PNL_AUTO_20260812_221206.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260812_221222.md
vide_froid_vortex_v2_collab,2026-08-12T22:12:32Z,2026-08-12T22:23:37Z,MASTER_VORTEX_V2_COLLAB_4H,1.3251,POSITIF,BETA=-0.0625 ALPHA=+1.3876 TOTAL=+1.3251,RAPPORT_PNL_AUTO_20260812_222345.md
vide_froid_vortex_v2_collab,2026-08-12T22:12:32Z,2026-08-12T22:23:37Z,MASTER_VORTEX_V2_COLLAB_4H,1.3251,POSITIF,BETA=-0.0625 ALPHA=+1.3876 TOTAL=+1.3251,RAPPORT_PNL_AUTO_20260812_222346.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260812_222356.md
vide_froid_vortex_v2_collab,2026-08-12T22:24:08Z,2026-08-12T22:41:01Z,MASTER_VORTEX_V2_COLLAB_4H,-4.9497,NEGATIF,BETA=+0.0767 ALPHA=-5.0264 TOTAL=-4.9497,RAPPORT_PNL_AUTO_20260812_224118.md
vide_froid_vortex_v2_collab,2026-08-12T22:24:08Z,2026-08-12T22:41:01Z,MASTER_VORTEX_V2_COLLAB_4H,-4.9497,NEGATIF,BETA=+0.0767 ALPHA=-5.0264 TOTAL=-4.9497,RAPPORT_PNL_AUTO_20260812_224119.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260812_224135.md
vide_froid_vortex_v2_collab,2026-08-12T22:41:56Z,2026-08-12T23:12:25Z,MASTER_VORTEX_V2_COLLAB_4H,-1.8794,NEGATIF,BETA=+0.0600 ALPHA=-1.9393 TOTAL=-1.8794,RAPPORT_PNL_AUTO_20260812_231229.md
vide_froid_vortex_v2_collab,2026-08-12T22:41:56Z,2026-08-12T23:12:25Z,MASTER_VORTEX_V2_COLLAB_4H,-1.8794,NEGATIF,BETA=+0.0600 ALPHA=-1.9393 TOTAL=-1.8794,RAPPORT_PNL_AUTO_20260812_231230.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260812_232740.md
vide_froid_vortex_v2_collab,2026-08-12T23:28:00Z,2026-08-12T23:49:08Z,MASTER_VORTEX_V2_COLLAB_4H,0.2596,POSITIF,BETA=-0.1175 ALPHA=+0.3771 TOTAL=+0.2596,RAPPORT_PNL_AUTO_20260812_234917.md
vide_froid_vortex_v2_collab,2026-08-12T23:28:00Z,2026-08-12T23:49:08Z,MASTER_VORTEX_V2_COLLAB_4H,0.2596,POSITIF,BETA=-0.1175 ALPHA=+0.3771 TOTAL=+0.2596,RAPPORT_PNL_AUTO_20260812_234918.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260812_234928.md
vide_froid_vortex_v2_collab,2026-08-12T23:49:36Z,2026-08-13T00:02:56Z,MASTER_VORTEX_V2_COLLAB_4H,2.1182,POSITIF,BETA=-0.0261 ALPHA=+2.1443 TOTAL=+2.1182,RAPPORT_PNL_AUTO_20260813_000305.md
vide_froid_vortex_v2_collab,2026-08-12T23:49:36Z,2026-08-13T00:02:56Z,MASTER_VORTEX_V2_COLLAB_4H,2.1182,POSITIF,BETA=-0.0261 ALPHA=+2.1443 TOTAL=+2.1182,RAPPORT_PNL_AUTO_20260813_000306.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260813_000316.md
vide_froid_vortex_v2_collab,2026-08-13T00:03:28Z,2026-08-13T00:17:42Z,MASTER_VORTEX_V2_COLLAB_4H,4.6470,POSITIF,BETA=-0.0948 ALPHA=+4.7418 TOTAL=+4.6470,RAPPORT_PNL_AUTO_20260813_001750.md
vide_froid_vortex_v2_collab,2026-08-13T00:03:28Z,2026-08-13T00:17:42Z,MASTER_VORTEX_V2_COLLAB_4H,4.6470,POSITIF,BETA=-0.0948 ALPHA=+4.7418 TOTAL=+4.6470,RAPPORT_PNL_AUTO_20260813_001751.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260813_001802.md
vide_froid_vortex_v2_collab,2026-08-13T00:18:12Z,2026-08-13T00:42:44Z,MASTER_VORTEX_V2_COLLAB_4H,2.6142,POSITIF,BETA=-0.4116 ALPHA=+3.0258 TOTAL=+2.6142,RAPPORT_PNL_AUTO_20260813_004253.md
vide_froid_vortex_v2_collab,2026-08-13T00:18:12Z,2026-08-13T00:42:44Z,MASTER_VORTEX_V2_COLLAB_4H,2.6142,POSITIF,BETA=-0.4116 ALPHA=+3.0258 TOTAL=+2.6142,RAPPORT_PNL_AUTO_20260813_004253.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260813_004303.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260813_070127.md
vide_froid_vortex_v2_collab,2026-08-13T07:01:34Z,2026-08-13T07:18:14Z,MASTER_VORTEX_V2_COLLAB_4H,0.4119,POSITIF,BETA=+0.0088 ALPHA=+0.4031 TOTAL=+0.4119,RAPPORT_PNL_AUTO_20260813_071822.md
vide_froid_vortex_v2_collab,2026-08-13T07:01:34Z,2026-08-13T07:18:14Z,MASTER_VORTEX_V2_COLLAB_4H,0.4119,POSITIF,BETA=+0.0088 ALPHA=+0.4031 TOTAL=+0.4119,RAPPORT_PNL_AUTO_20260813_071822.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260813_071832.md
vide_froid_vortex_v2_collab,2026-08-13T07:18:40Z,2026-08-13T08:41:29Z,MASTER_VORTEX_V2_COLLAB_4H,1.5833,POSITIF,BETA=-0.0528 ALPHA=+1.6361 TOTAL=+1.5833,RAPPORT_PNL_AUTO_20260813_084134.md
vide_froid_vortex_v2_collab,2026-08-13T07:18:40Z,2026-08-13T08:41:29Z,MASTER_VORTEX_V2_COLLAB_4H,1.5833,POSITIF,BETA=-0.0528 ALPHA=+1.6361 TOTAL=+1.5833,RAPPORT_PNL_AUTO_20260813_084134.md
vide_froid_binance,2026-08-13T07:18:40Z,2026-08-13T08:41:36Z,MASTER_VORTEX_V2_COLLAB_4H,1.5833,POSITIF,BETA=-0.0528 ALPHA=+1.6361 TOTAL=+1.5833,RAPPORT_PNL_AUTO_20260813_084137.md
vide_froid_binance,2026-08-13T07:18:40Z,2026-08-13T08:41:36Z,MASTER_VORTEX_V2_COLLAB_4H,1.5833,POSITIF,BETA=-0.0528 ALPHA=+1.6361 TOTAL=+1.5833,RAPPORT_PNL_AUTO_20260813_084137.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260813_084459.md
vide_froid_vortex_v2_collab,2026-08-13T08:45:06Z,2026-08-13T12:22:08Z,MASTER_VORTEX_V2_COLLAB_4H,0.5060,POSITIF,BETA=+0.5060 ALPHA=+0.0000 TOTAL=+0.5060,RAPPORT_PNL_AUTO_20260813_122210.md
vide_froid_vortex_v2_collab,2026-08-13T08:45:06Z,2026-08-13T12:22:08Z,MASTER_VORTEX_V2_COLLAB_4H,0.5060,POSITIF,BETA=+0.5060 ALPHA=+0.0000 TOTAL=+0.5060,RAPPORT_PNL_AUTO_20260813_122210.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260813_122257.md
vide_froid_binance,"","",MASTER_BASE_V8_5_IMPACT_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260813_122613.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260813_123023.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260813_123706.md
vide_froid_vortex_v2_collab,2026-08-13T12:37:12Z,2026-08-13T15:45:00Z,MASTER_VORTEX_V2_COLLAB_4H,-0.0996,NEGATIF,BETA=-0.0996 ALPHA=+0.0000 TOTAL=-0.0996,RAPPORT_PNL_AUTO_20260813_154502.md
vide_froid_vortex_v2_collab,2026-08-13T12:37:12Z,2026-08-13T15:45:00Z,MASTER_VORTEX_V2_COLLAB_4H,-0.0996,NEGATIF,BETA=-0.0996 ALPHA=+0.0000 TOTAL=-0.0996,RAPPORT_PNL_AUTO_20260813_154502.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260813_155004.md
vide_froid_vortex_v2_collab,2026-08-13T15:54:42Z,2026-08-13T15:55:18Z,MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260813_155520.md
vide_froid_vortex_v2_collab,2026-08-13T15:54:42Z,2026-08-13T15:55:18Z,MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260813_155520.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260813_161624.md
vide_froid_vortex_v2_collab,2026-08-13T16:16:32Z,2026-08-13T16:44:40Z,MASTER_VORTEX_V2_COLLAB_4H,1.9866,POSITIF,BETA=-0.3269 ALPHA=+2.3134 TOTAL=+1.9866,RAPPORT_PNL_AUTO_20260813_164448.md
vide_froid_vortex_v2_collab,2026-08-13T16:16:32Z,2026-08-13T16:44:40Z,MASTER_VORTEX_V2_COLLAB_4H,1.9866,POSITIF,BETA=-0.3269 ALPHA=+2.3134 TOTAL=+1.9866,RAPPORT_PNL_AUTO_20260813_164448.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260813_164500.md
vide_froid_vortex_v2_collab,2026-08-13T16:45:07Z,2026-08-13T17:16:48Z,MASTER_VORTEX_V2_COLLAB_4H,3.3014,POSITIF,BETA=+1.6350 ALPHA=+1.6663 TOTAL=+3.3014,RAPPORT_PNL_AUTO_20260813_171657.md
vide_froid_vortex_v2_collab,2026-08-13T16:45:07Z,2026-08-13T17:16:48Z,MASTER_VORTEX_V2_COLLAB_4H,3.3014,POSITIF,BETA=+1.6350 ALPHA=+1.6663 TOTAL=+3.3014,RAPPORT_PNL_AUTO_20260813_171657.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260813_171753.md
vide_froid_vortex_v2_collab,2026-08-13T17:18:01Z,2026-08-13T17:34:13Z,MASTER_VORTEX_V2_COLLAB_4H,3.2463,POSITIF,BETA=-0.0870 ALPHA=+3.3333 TOTAL=+3.2463,RAPPORT_PNL_AUTO_20260813_173421.md
vide_froid_vortex_v2_collab,2026-08-13T17:18:01Z,2026-08-13T17:34:13Z,MASTER_VORTEX_V2_COLLAB_4H,3.2463,POSITIF,BETA=-0.0870 ALPHA=+3.3333 TOTAL=+3.2463,RAPPORT_PNL_AUTO_20260813_173421.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260813_173432.md
vide_froid_vortex_v2_collab,2026-08-13T17:34:41Z,2026-08-13T17:46:31Z,MASTER_VORTEX_V2_COLLAB_4H,-6.7576,NEGATIF,BETA=-0.1961 ALPHA=-6.5615 TOTAL=-6.7576,RAPPORT_PNL_AUTO_20260813_174638.md
vide_froid_vortex_v2_collab,2026-08-13T17:34:41Z,2026-08-13T17:46:31Z,MASTER_VORTEX_V2_COLLAB_4H,-6.7576,NEGATIF,BETA=-0.1961 ALPHA=-6.5615 TOTAL=-6.7576,RAPPORT_PNL_AUTO_20260813_174639.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260813_174651.md
vide_froid_vortex_v2_collab,2026-08-13T17:47:00Z,2026-08-13T18:12:22Z,MASTER_VORTEX_V2_COLLAB_4H,-12.0293,NEGATIF,BETA=+0.4746 ALPHA=-12.5039 TOTAL=-12.0293,RAPPORT_PNL_AUTO_20260813_181230.md
vide_froid_vortex_v2_collab,2026-08-13T17:47:00Z,2026-08-13T18:12:22Z,MASTER_VORTEX_V2_COLLAB_4H,-12.0293,NEGATIF,BETA=+0.4746 ALPHA=-12.5039 TOTAL=-12.0293,RAPPORT_PNL_AUTO_20260813_181230.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260813_181241.md
vide_froid_vortex_v2_collab,2026-08-13T18:12:49Z,2026-08-13T20:37:07Z,MASTER_VORTEX_V2_COLLAB_4H,1.3718,POSITIF,BETA=+0.5452 ALPHA=+0.8266 TOTAL=+1.3718,RAPPORT_PNL_AUTO_20260813_203710.md
vide_froid_vortex_v2_collab,2026-08-13T18:12:49Z,2026-08-13T20:37:07Z,MASTER_VORTEX_V2_COLLAB_4H,1.3718,POSITIF,BETA=+0.5452 ALPHA=+0.8266 TOTAL=+1.3718,RAPPORT_PNL_AUTO_20260813_203710.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260814_074101.md
vide_froid_binance,2026-08-14T07:41:10Z,2026-08-14T07:56:26Z,MASTER_VORTEX_V2_COLLAB_4H,3.0714,POSITIF,BETA=+0.1240 ALPHA=+2.9474 TOTAL=+3.0714,RAPPORT_PNL_AUTO_20260814_075634.md
vide_froid_binance,2026-08-14T07:41:10Z,2026-08-14T07:56:26Z,MASTER_VORTEX_V2_COLLAB_4H,3.0714,POSITIF,BETA=+0.1240 ALPHA=+2.9474 TOTAL=+3.0714,RAPPORT_PNL_AUTO_20260814_075634.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260814_083126.md
vide_froid_vortex_v2_collab,2026-08-14T08:31:37Z,2026-08-14T08:52:17Z,MASTER_VORTEX_V2_COLLAB_4H,6.5478,POSITIF,BETA=-0.1249 ALPHA=+6.6727 TOTAL=+6.5478,RAPPORT_PNL_AUTO_20260814_085226.md
vide_froid_vortex_v2_collab,2026-08-14T08:31:37Z,2026-08-14T08:52:17Z,MASTER_VORTEX_V2_COLLAB_4H,6.5478,POSITIF,BETA=-0.1249 ALPHA=+6.6727 TOTAL=+6.5478,RAPPORT_PNL_AUTO_20260814_085227.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260814_085238.md
vide_froid_vortex_v2_collab,2026-08-14T08:52:47Z,2026-08-14T09:29:12Z,MASTER_VORTEX_V2_COLLAB_4H,0.6384,POSITIF,BETA=+0.1764 ALPHA=+0.4620 TOTAL=+0.6384,RAPPORT_PNL_AUTO_20260814_092920.md
vide_froid_vortex_v2_collab,2026-08-14T08:52:47Z,2026-08-14T09:29:12Z,MASTER_VORTEX_V2_COLLAB_4H,0.6384,POSITIF,BETA=+0.1764 ALPHA=+0.4620 TOTAL=+0.6384,RAPPORT_PNL_AUTO_20260814_092921.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260814_092932.md
vide_froid_vortex_v2_collab,2026-08-14T09:29:42Z,2026-08-14T09:31:18Z,MASTER_VORTEX_V2_COLLAB_4H,0.0376,POSITIF,BETA=+0.0376 ALPHA=+0.0000 TOTAL=+0.0376,RAPPORT_PNL_AUTO_20260814_093120.md
vide_froid_vortex_v2_collab,2026-08-14T09:29:42Z,2026-08-14T09:31:18Z,MASTER_VORTEX_V2_COLLAB_4H,0.0376,POSITIF,BETA=+0.0376 ALPHA=+0.0000 TOTAL=+0.0376,RAPPORT_PNL_AUTO_20260814_093121.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260814_102448.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260814_103240.md
vide_froid_vortex_v2_collab,2026-08-14T10:32:47Z,2026-08-14T10:52:20Z,MASTER_VORTEX_V2_COLLAB_4H,0.5630,POSITIF,BETA=+0.5630 ALPHA=+0.0000 TOTAL=+0.5630,RAPPORT_PNL_AUTO_20260814_105222.md
